"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0383493R";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";10
"0383493R";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";13
"0383493R";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";2
"0383493R";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";9
"0383493R";"Université";"PR";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";21
"0383493R";"Université";"PR";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";11
"0383493R";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";3
"0383493R";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";12
"0383493R";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0383493R";"Université";"PR";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";10
"0383493R";"Université";"PR";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";4
"0383493R";"Université";"PR";13;"13-Langues et littératures slaves";"Langues et littératures";"Lettres et sciences humaines";1
"0383493R";"Université";"PR";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";7
"0383493R";"Université";"PR";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";1
"0383493R";"Université";"PR";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";15
"0383493R";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";4
"0383493R";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";3
"0383493R";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";6
"0383493R";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";5
"0383493R";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";7
"0383493R";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";6
"0383493R";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";8
"0383493R";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";22
"0383493R";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";18
"0383493R";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";38
"0383493R";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";23
"0383493R";"Université";"PR";29;"29-Constituants élémentaires";"Physique";"Sciences";9
"0383493R";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";6
"0383493R";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";7
"0383493R";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";11
"0383493R";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";4
"0383493R";"Université";"PR";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";4
"0383493R";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";7
"0383493R";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";2
"0383493R";"Université";"PR";37;"37-Météorologie, océanographie physique de l'environnement";"Sciences de la terre";"Sciences";2
"0383493R";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";6
"0383493R";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";6
"0383493R";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";12
"0383493R";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";6
"0383493R";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";10
"0383493R";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";9
"0383493R";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";9
"0383493R";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";7
"0383493R";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";9
"0383493R";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";9
"0383493R";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";10
"0383493R";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";7
"0383493R";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";11
"0383493R";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";6
"0383493R";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";23
"0383493R";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0383493R";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0383493R";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";18
"0383493R";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";6
"0383493R";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";7
"0383493R";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";5
"0383493R";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";2
"0383493R";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";3
"0383493R";"Université";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";4
"0383493R";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";7
"0383493R";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";7
"0383493R";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";2
"0383493R";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";5
"0383493R";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";5
"0383493R";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";3
"0383493R";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";4
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";2
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";2
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0420093Y";"Instituts et écoles extérieurs aux universités";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0420093Y";"Instituts et écoles extérieurs aux universités";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";9
"0420093Y";"Instituts et écoles extérieurs aux universités";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0420093Y";"Instituts et écoles extérieurs aux universités";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0421095M";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";17
"0421095M";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";10
"0421095M";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";3
"0421095M";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";15
"0421095M";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";30
"0421095M";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";7
"0421095M";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";3
"0421095M";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";5
"0421095M";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0421095M";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";10
"0421095M";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0421095M";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";14
"0421095M";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";9
"0421095M";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";7
"0421095M";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0421095M";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0421095M";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";3
"0421095M";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0421095M";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";4
"0421095M";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";14
"0421095M";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";13
"0421095M";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";2
